ADM1_CODE,ADM1_NAME,ADM0_CODE,ADM0_NAME,GAUL_CODE,ISO
25103,Sulawesi Barat,103,Indonesia,25103,IDN
26103,Sulawesi Selatan,103,Indonesia,26103,IDN
27103,Sulawesi Tengah,103,Indonesia,27103,IDN
28103,Sulawesi Tenggara,103,Indonesia,28103,IDN
29103,Sulawesi Utara,103,Indonesia,29103,IDN
30103,Sumatera Barat,103,Indonesia,30103,IDN
31103,Sumatera Selatan,103,Indonesia,31103,IDN
32103,Sumatera Utara,103,Indonesia,32103,IDN
33103,Yogyakarta,103,Indonesia,33103,IDN
1104,Ayre,104,Isle of Man,1104,IMN
2104,Garff,104,Isle of Man,2104,IMN
3104,Glenfaba,104,Isle of Man,3104,IMN
4104,Michael,104,Isle of Man,4104,IMN
5104,Middle,104,Isle of Man,5104,IMN
6104,Rushen,104,Isle of Man,6104,IMN
1105,The Six Minor Territories,105,India,1105,IND
2105,Andhra Pradesh,105,India,2105,IND
3105,Arunachal Pradesh,105,India,3105,IND
4105,Assam,105,India,4105,IND
5105,Bihar,105,India,5105,IND
7105,Chhattisgarh,105,India,7105,IND
10105,Goa,105,India,10105,IND
11105,Gujarat,105,India,11105,IND
12105,Haryana,105,India,12105,IND
13105,Himachal Pradesh,105,India,13105,IND
14105,Jammu and Kashmir,105,India,14105,IND
15105,Jharkhand,105,India,15105,IND
16105,Karnataka,105,India,16105,IND
17105,Kerala,105,India,17105,IND
19105,Madhya Pradesh,105,India,19105,IND
20105,Maharashtra,105,India,20105,IND
21105,Manipur,105,India,21105,IND
22105,Meghalaya,105,India,22105,IND
23105,Mizoram,105,India,23105,IND
24105,Nagaland,105,India,24105,IND
25105,NCT of Delhi,105,India,25105,IND
26105,Odisha,105,India,26105,IND
28105,Punjab,105,India,28105,IND
29105,Rajasthan,105,India,29105,IND
30105,Sikkim,105,India,30105,IND
31105,Tamil Nadu,105,India,31105,IND
32105,Telangana,105,India,32105,IND
33105,Tripura,105,India,33105,IND
34105,Uttar Pradesh,105,India,34105,IND
35105,Uttarakhand,105,India,35105,IND
36105,West Bengal,105,India,36105,IND
1107,Carlow,107,Ireland,1107,IRL
2107,Cavan,107,Ireland,2107,IRL
3107,Clare,107,Ireland,3107,IRL
4107,Cork,107,Ireland,4107,IRL
5107,Donegal,107,Ireland,5107,IRL
6107,Dublin,107,Ireland,6107,IRL
7107,Galway,107,Ireland,7107,IRL
8107,Kerry,107,Ireland,8107,IRL
9107,Kildare,107,Ireland,9107,IRL
10107,Kilkenny,107,Ireland,10107,IRL
11107,Laoighis,107,Ireland,11107,IRL
12107,Leitrim,107,Ireland,12107,IRL
13107,Limerick,107,Ireland,13107,IRL
14107,Longford,107,Ireland,14107,IRL
15107,Louth,107,Ireland,15107,IRL
16107,Mayo,107,Ireland,16107,IRL
17107,Meath,107,Ireland,17107,IRL
18107,Monaghan,107,Ireland,18107,IRL
19107,Offaly,107,Ireland,19107,IRL
20107,Roscommon,107,Ireland,20107,IRL
21107,Sligo,107,Ireland,21107,IRL
22107,Tipperary,107,Ireland,22107,IRL
23107,Waterford,107,Ireland,23107,IRL
24107,Westmeath,107,Ireland,24107,IRL
25107,Wexford,107,Ireland,25107,IRL
26107,Wicklow,107,Ireland,26107,IRL
1108,Alborz,108,Iran,1108,IRN
2108,Ardebil,108,Iran,2108,IRN
3108,Bushehr,108,Iran,3108,IRN
4108,Chahar Mahall and Bakhtiari,108,Iran,4108,IRN
5108,East Azarbaijan,108,Iran,5108,IRN
6108,Esfahan,108,Iran,6108,IRN
7108,Fars,108,Iran,7108,IRN
8108,Gilan,108,Iran,8108,IRN
9108,Golestan,108,Iran,9108,IRN
10108,Hamadan,108,Iran,10108,IRN
11108,Hormozgan,108,Iran,11108,IRN
12108,Ilam,108,Iran,12108,IRN
13108,Kerman,108,Iran,13108,IRN
14108,Kermanshah,108,Iran,14108,IRN
15108,Khuzestan,108,Iran,15108,IRN
16108,Kohgiluyeh and Buyer Ahmad,108,Iran,16108,IRN
17108,Kordestan,108,Iran,17108,IRN
18108,Lorestan,108,Iran,18108,IRN
19108,Markazi,108,Iran,19108,IRN
20108,Mazandaran,108,Iran,20108,IRN
21108,North Khorasan,108,Iran,21108,IRN
22108,Qazvin,108,Iran,22108,IRN
23108,Qom,108,Iran,23108,IRN
24108,Razavi Khorasan,108,Iran,24108,IRN
25108,Semnan,108,Iran,25108,IRN
26108,Sistan and Baluchestan,108,Iran,26108,IRN
27108,South Khorasan,108,Iran,27108,IRN
28108,Tehran,108,Iran,28108,IRN
29108,West Azarbaijan,108,Iran,29108,IRN
30108,Yazd,108,Iran,30108,IRN
31108,Zanjan,108,Iran,31108,IRN
1109,Al-Anbar,109,Iraq,1109,IRQ
2109,Al-Basrah,109,Iraq,2109,IRQ
3109,Al-Muthannia,109,Iraq,3109,IRQ
4109,Al-Qadisiyah,109,Iraq,4109,IRQ
5109,An-Najaf,109,Iraq,5109,IRQ
6109,Arbil,109,Iraq,6109,IRQ
7109,As-Sulaymaniyah,109,Iraq,7109,IRQ
8109,At-Ta'mim,109,Iraq,8109,IRQ
9109,Babil,109,Iraq,9109,IRQ
10109,Baghdad,109,Iraq,10109,IRQ
11109,Dhi-Qar,109,Iraq,11109,IRQ
12109,Dihok,109,Iraq,12109,IRQ
13109,Diyala,109,Iraq,13109,IRQ
14109,Karbala',109,Iraq,14109,IRQ
15109,Maysan,109,Iraq,15109,IRQ
16109,Ninawa,109,Iraq,16109,IRQ
17109,Sala ad-Din,109,Iraq,17109,IRQ
18109,Wasit,109,Iraq,18109,IRQ
1110,Austurland,110,Iceland,1110,ISL
2110,H?ílshreppur,110,Iceland,2110,ISL
3110,H??fu??borgarsv?ª??i,110,Iceland,3110,ISL
4110,Nor??urland vestra,110,Iceland,4110,ISL
5110,Su??urland,110,Iceland,5110,ISL
6110,Su??urnes,110,Iceland,6110,ISL
7110,Vestfir??ir,110,Iceland,7110,ISL
8110,Vesturland,110,Iceland,8110,ISL
1111,Golan,111,Israel,1111,ISR
2111,HaDarom,111,Israel,2111,ISR
3111,Haifa,111,Israel,3111,ISR
4111,HaMerkaz,111,Israel,4111,ISR
5111,HaZafon,111,Israel,5111,ISR
6111,Jerusalem,111,Israel,6111,ISR
7111,Tel Aviv,111,Israel,7111,ISR
1112,Abruzzo,112,Italy,1112,ITA
2112,Apulia,112,Italy,2112,ITA
3112,Basilicata,112,Italy,3112,ITA
4112,Calabria,112,Italy,4112,ITA
5112,Campania,112,Italy,5112,ITA
6112,Emilia-Romagna,112,Italy,6112,ITA
7112,Friuli-Venezia Giulia,112,Italy,7112,ITA
8112,Lazio,112,Italy,8112,ITA
9112,Liguria,112,Italy,9112,ITA
10112,Lombardia,112,Italy,10112,ITA
11112,Marche,112,Italy,11112,ITA
12112,Molise,112,Italy,12112,ITA
13112,Piemonte,112,Italy,13112,ITA
14112,Sardegna,112,Italy,14112,ITA
15112,Sicily,112,Italy,15112,ITA
16112,Toscana,112,Italy,16112,ITA
17112,Trentino-Alto Adige,112,Italy,17112,ITA
18112,Umbria,112,Italy,18112,ITA
19112,Valle d'Aosta,112,Italy,19112,ITA
20112,Veneto,112,Italy,20112,ITA
1113,Clarendon,113,Jamaica,1113,JAM
2113,Hanover,113,Jamaica,2113,JAM
3113,Kingston,113,Jamaica,3113,JAM
4113,Manchester,113,Jamaica,4113,JAM
5113,Portland,113,Jamaica,5113,JAM
6113,Saint Andrew,113,Jamaica,6113,JAM
7113,Saint Ann,113,Jamaica,7113,JAM
8113,Saint Catherine,113,Jamaica,8113,JAM
9113,Saint Elizabeth,113,Jamaica,9113,JAM
10113,Saint James,113,Jamaica,10113,JAM
11113,Saint Mary,113,Jamaica,11113,JAM
12113,Saint Thomas,113,Jamaica,12113,JAM
13113,Trelawny,113,Jamaica,13113,JAM
14113,Westmoreland,113,Jamaica,14113,JAM
1114,Grouville,114,Jersey,1114,JEY
2114,Saint Berlade,114,Jersey,2114,JEY
3114,Saint Clement,114,Jersey,3114,JEY
4114,Saint Helier,114,Jersey,4114,JEY
5114,Saint John,114,Jersey,5114,JEY
6114,Saint Lawrence,114,Jersey,6114,JEY
7114,Saint Martin,114,Jersey,7114,JEY
8114,Saint Mary,114,Jersey,8114,JEY
9114,Saint Ouen,114,Jersey,9114,JEY
10114,Saint Peter,114,Jersey,10114,JEY
11114,Saint Saviour,114,Jersey,11114,JEY
12114,Trinity,114,Jersey,12114,JEY
1115,Ajlun,115,Jordan,1115,JOR
2115,Amman,115,Jordan,2115,JOR
3115,Aqaba,115,Jordan,3115,JOR
4115,Balqa,115,Jordan,4115,JOR
5115,Irbid,115,Jordan,5115,JOR
6115,Jarash,115,Jordan,6115,JOR
7115,Karak,115,Jordan,7115,JOR
8115,Ma`an,115,Jordan,8115,JOR
9115,Madaba,115,Jordan,9115,JOR
10115,Mafraq,115,Jordan,10115,JOR
11115,Tafilah,115,Jordan,11115,JOR
12115,Zarqa,115,Jordan,12115,JOR
1116,Aichi,116,Japan,1116,JPN
2116,Akita,116,Japan,2116,JPN
3116,Aomori,116,Japan,3116,JPN
4116,Chiba,116,Japan,4116,JPN
5116,Ehime,116,Japan,5116,JPN
6116,Fukui,116,Japan,6116,JPN
7116,Fukuoka,116,Japan,7116,JPN
8116,Fukushima,116,Japan,8116,JPN
9116,Gifu,116,Japan,9116,JPN
10116,Gunma,116,Japan,10116,JPN
11116,Hiroshima,116,Japan,11116,JPN
12116,Hokkaido,116,Japan,12116,JPN
13116,Hy?ìgo,116,Japan,13116,JPN
14116,Ibaraki,116,Japan,14116,JPN
15116,Ishikawa,116,Japan,15116,JPN
16116,Iwate,116,Japan,16116,JPN
17116,Kagawa,116,Japan,17116,JPN
18116,Kagoshima,116,Japan,18116,JPN
19116,Kanagawa,116,Japan,19116,JPN
20116,Kochi,116,Japan,20116,JPN
21116,Kumamoto,116,Japan,21116,JPN
22116,Kyoto,116,Japan,22116,JPN
23116,Mie,116,Japan,23116,JPN
24116,Miyagi,116,Japan,24116,JPN
25116,Miyazaki,116,Japan,25116,JPN
26116,Nagano,116,Japan,26116,JPN
27116,Naoasaki,116,Japan,27116,JPN
28116,Nara,116,Japan,28116,JPN
29116,Niigata,116,Japan,29116,JPN
30116,Oita,116,Japan,30116,JPN
31116,Okayama,116,Japan,31116,JPN
32116,Okinawa,116,Japan,32116,JPN
33116,Osaka,116,Japan,33116,JPN
34116,Saga,116,Japan,34116,JPN
35116,Saitama,116,Japan,35116,JPN
36116,Shiga,116,Japan,36116,JPN
37116,Shimane,116,Japan,37116,JPN
38116,Shizuoka,116,Japan,38116,JPN
39116,Tochigi,116,Japan,39116,JPN
40116,Tokushima,116,Japan,40116,JPN
41116,Tokyo,116,Japan,41116,JPN
42116,Tottori,116,Japan,42116,JPN
43116,Toyama,116,Japan,43116,JPN
44116,Wakayama,116,Japan,44116,JPN
45116,Yamagata,116,Japan,45116,JPN
46116,Yamaguchi,116,Japan,46116,JPN
47116,Yamanashi,116,Japan,47116,JPN
1117,Almaty,117,Kazakhstan,1117,KAZ
2117,Aqmola,117,Kazakhstan,2117,KAZ
3117,Aqt??be,117,Kazakhstan,3117,KAZ
4117,Atyrau,117,Kazakhstan,4117,KAZ
5117,East Kazakhstan,117,Kazakhstan,5117,KAZ
6117,Mangghystau,117,Kazakhstan,6117,KAZ
7117,North Kazakhstan,117,Kazakhstan,7117,KAZ
8117,Pavlodar,117,Kazakhstan,8117,KAZ
9117,Qaraghandy,117,Kazakhstan,9117,KAZ
10117,Qostanay,117,Kazakhstan,10117,KAZ
11117,Qyzylorda,117,Kazakhstan,11117,KAZ
12117,South Kazakhstan,117,Kazakhstan,12117,KAZ
13117,West Kazakhstan,117,Kazakhstan,13117,KAZ
14117,Zhambyl,117,Kazakhstan,14117,KAZ
1118,Baringo,118,Kenya,1118,KEN
2118,Bomet,118,Kenya,2118,KEN
3118,Bungoma,118,Kenya,3118,KEN
4118,Busia,118,Kenya,4118,KEN
5118,Elgeyo-Marakwet,118,Kenya,5118,KEN
6118,Embu,118,Kenya,6118,KEN
7118,Garissa,118,Kenya,7118,KEN
8118,Homa Bay,118,Kenya,8118,KEN
9118,Isiolo,118,Kenya,9118,KEN
10118,Kajiado,118,Kenya,10118,KEN
11118,Kakamega,118,Kenya,11118,KEN
12118,Kericho,118,Kenya,12118,KEN
13118,Kiambu,118,Kenya,13118,KEN
14118,Kilifi,118,Kenya,14118,KEN
15118,Kirinyaga,118,Kenya,15118,KEN
16118,Kisii,118,Kenya,16118,KEN
17118,Kisumu,118,Kenya,17118,KEN
18118,Kitui,118,Kenya,18118,KEN
19118,Kwale,118,Kenya,19118,KEN
20118,Laikipia,118,Kenya,20118,KEN
21118,Lamu,118,Kenya,21118,KEN
22118,Machakos,118,Kenya,22118,KEN
23118,Makueni,118,Kenya,23118,KEN
24118,Mandera,118,Kenya,24118,KEN
25118,Marsabit,118,Kenya,25118,KEN
26118,Meru,118,Kenya,26118,KEN
27118,Migori,118,Kenya,27118,KEN
28118,Mombasa,118,Kenya,28118,KEN
29118,Murang'a,118,Kenya,29118,KEN
30118,Nairobi,118,Kenya,30118,KEN
31118,Nakuru,118,Kenya,31118,KEN
32118,Nandi,118,Kenya,32118,KEN
33118,Narok,118,Kenya,33118,KEN
34118,Nyamira,118,Kenya,34118,KEN
35118,Nyandarua,118,Kenya,35118,KEN
36118,Nyeri,118,Kenya,36118,KEN
37118,Samburu,118,Kenya,37118,KEN
38118,Siaya,118,Kenya,38118,KEN
39118,Taita Taveta,118,Kenya,39118,KEN
40118,Tana River,118,Kenya,40118,KEN
41118,Tharaka-Nithi,118,Kenya,41118,KEN
42118,Trans Nzoia,118,Kenya,42118,KEN
43118,Turkana,118,Kenya,43118,KEN
44118,Uasin Gishu,118,Kenya,44118,KEN
45118,Vihiga,118,Kenya,45118,KEN
46118,Wajir,118,Kenya,46118,KEN
47118,West Pokot,118,Kenya,47118,KEN
1119,Batken,119,Kyrgyzstan,1119,KGZ
2119,Bi?íkek,119,Kyrgyzstan,2119,KGZ
3119,Ch??y,119,Kyrgyzstan,3119,KGZ
4119,Jalal-Abad,119,Kyrgyzstan,4119,KGZ
5119,Naryn,119,Kyrgyzstan,5119,KGZ
7119,Osh,119,Kyrgyzstan,7119,KGZ
6119,Osh (city),119,Kyrgyzstan,6119,KGZ
8119,Talas,119,Kyrgyzstan,8119,KGZ
9119,Ysyk-K??l,119,Kyrgyzstan,9119,KGZ
1120,B?ónt??ay M??anchey,120,Cambodia,1120,KHM
2120,Batd?ómb?óng,120,Cambodia,2120,KHM
3120,K?ómp??ng Cham,120,Cambodia,3120,KHM
4120,K?ómp??ng Chhnang,120,Cambodia,4120,KHM
5120,K?ómp??ng Sp?ô,120,Cambodia,5120,KHM
6120,K?ómp??ng Thum,120,Cambodia,6120,KHM
7120,K?ómp??t,120,Cambodia,7120,KHM
8120,K?óndal,120,Cambodia,8120,KHM
9120,Ka??h Kong,120,Cambodia,9120,KHM
10120,Kep,120,Cambodia,10120,KHM
11120,Kr?óch??h,120,Cambodia,11120,KHM
12120,Krong Pailin,120,Cambodia,12120,KHM
13120,Krong Preah Sihanouk,120,Cambodia,13120,KHM
14120,M??nd??l Kiri,120,Cambodia,14120,KHM
15120,Otdar Mean Chey,120,Cambodia,15120,KHM
16120,Phnom Penh,120,Cambodia,16120,KHM
17120,Pouthisat,120,Cambodia,17120,KHM
18120,Preah Vih??ar,120,Cambodia,18120,KHM
19120,Prey V?¬ng,120,Cambodia,19120,KHM
20120,R??t?ón??kiri,120,Cambodia,20120,KHM
21120,Siemr??ab,120,Cambodia,21120,KHM
22120,St?ông Tr?¬ng,120,Cambodia,22120,KHM
23120,Svay Rieng,120,Cambodia,23120,KHM
24120,Tak?¬v,120,Cambodia,24120,KHM
25120,Tbong Khmum,120,Cambodia,25120,KHM
1122,Christ Church Nichola Town,122,Saint Kitts and Nevis,1122,KNA
2122,Saint Anne Sandy Point,122,Saint Kitts and Nevis,2122,KNA
3122,Saint George Basseterre,122,Saint Kitts and Nevis,3122,KNA
4122,Saint George Gingerland,122,Saint Kitts and Nevis,4122,KNA
5122,Saint James Windward,122,Saint Kitts and Nevis,5122,KNA
6122,Saint John Capisterre,122,Saint Kitts and Nevis,6122,KNA
7122,Saint John Figtree,122,Saint Kitts and Nevis,7122,KNA
8122,Saint Mary Cayon,122,Saint Kitts and Nevis,8122,KNA
9122,Saint Paul Capisterre,122,Saint Kitts and Nevis,9122,KNA
10122,Saint Paul Charlestown,122,Saint Kitts and Nevis,10122,KNA
11122,Saint Peter Basseterre,122,Saint Kitts and Nevis,11122,KNA
12122,Saint Thomas Lowland,122,Saint Kitts and Nevis,12122,KNA
13122,Saint Thomas Middle Island,122,Saint Kitts and Nevis,13122,KNA
14122,Trinity Palmetto Point,122,Saint Kitts and Nevis,14122,KNA
1123,Busan,123,South Korea,1123,KOR
2123,Chungcheongbuk-do,123,South Korea,2123,KOR
3123,Chungcheongnam-do,123,South Korea,3123,KOR
4123,Daegu,123,South Korea,4123,KOR
5123,Daejeon,123,South Korea,5123,KOR
6123,Gangwon-do,123,South Korea,6123,KOR
7123,Gwangju,123,South Korea,7123,KOR
8123,Gyeonggi-do,123,South Korea,8123,KOR
9123,Gyeongsangbuk-do,123,South Korea,9123,KOR
10123,Gyeongsangnam-do,123,South Korea,10123,KOR
11123,Incheon,123,South Korea,11123,KOR
12123,Jeju,123,South Korea,12123,KOR
13123,Jeollabuk-do,123,South Korea,13123,KOR
14123,Jeollanam-do,123,South Korea,14123,KOR
15123,Sejong,123,South Korea,15123,KOR
16123,Seoul,123,South Korea,16123,KOR
17123,Ulsan,123,South Korea,17123,KOR
1124,Al Ahmadi,124,Kuwait,1124,KWT
2124,Al Farwaniyah,124,Kuwait,2124,KWT
3124,Al Jahrah,124,Kuwait,3124,KWT
4124,Al Kuwayt,124,Kuwait,4124,KWT
5124,Hawalli,124,Kuwait,5124,KWT
6124,Mubarak Al-Kabeer,124,Kuwait,6124,KWT
1125,Attapu,125,Laos,1125,LAO
2125,Bokeo,125,Laos,2125,LAO
3125,Bolikhamxai,125,Laos,3125,LAO
4125,Champasak,125,Laos,4125,LAO
5125,Houaphan,125,Laos,5125,LAO
6125,Khammouan,125,Laos,6125,LAO
7125,Louang Namtha,125,Laos,7125,LAO
8125,Louangphrabang,125,Laos,8125,LAO
9125,Oud??mxai,125,Laos,9125,LAO
10125,Ph??ngsali,125,Laos,10125,LAO
11125,Saravan,125,Laos,11125,LAO
12125,Savannakh??t,125,Laos,12125,LAO
14125,Vientiane,125,Laos,14125,LAO
13125,Vientiane [prefecture],125,Laos,13125,LAO
15125,Xaignabouri,125,Laos,15125,LAO
16125,Xais??mboun,125,Laos,16125,LAO
17125,X??kong,125,Laos,17125,LAO
18125,Xiangkhoang,125,Laos,18125,LAO
1126,Akkar,126,Lebanon,1126,LBN
2126,Baalbak - Hermel,126,Lebanon,2126,LBN
3126,Beirut,126,Lebanon,3126,LBN
4126,Bekaa,126,Lebanon,4126,LBN
5126,Mount Lebanon,126,Lebanon,5126,LBN
6126,Nabatiyeh,126,Lebanon,6126,LBN
7126,North,126,Lebanon,7126,LBN
8126,South,126,Lebanon,8126,LBN
1127,Bomi,127,Liberia,1127,LBR
2127,Bong,127,Liberia,2127,LBR
3127,Gbapolu,127,Liberia,3127,LBR
4127,Grand Cape Mount,127,Liberia,4127,LBR
5127,GrandBassa,127,Liberia,5127,LBR
6127,GrandGedeh,127,Liberia,6127,LBR
7127,GrandKru,127,Liberia,7127,LBR
8127,Lofa,127,Liberia,8127,LBR
9127,Margibi,127,Liberia,9127,LBR
10127,Maryland,127,Liberia,10127,LBR
11127,Montserrado,127,Liberia,11127,LBR
12127,Nimba,127,Liberia,12127,LBR
13127,River Cess,127,Liberia,13127,LBR
14127,River Gee,127,Liberia,14127,LBR
15127,Sinoe,127,Liberia,15127,LBR
1128,Al Butnan,128,Libya,1128,LBY
2128,Al Jabal al Akhdar,128,Libya,2128,LBY
3128,Al Jabal al Gharbi,128,Libya,3128,LBY
4128,Al Jifarah,128,Libya,4128,LBY
5128,Al Jufrah,128,Libya,5128,LBY
6128,Al Kufrah,128,Libya,6128,LBY
7128,Al Marj,128,Libya,7128,LBY
8128,Al Marqab,128,Libya,8128,LBY
9128,Al Wahat,128,Libya,9128,LBY
10128,An Nuqat al Khams,128,Libya,10128,LBY
11128,Az Zawiyah,128,Libya,11128,LBY
12128,Benghazi,128,Libya,12128,LBY
13128,Darnah,128,Libya,13128,LBY
14128,Ghat,128,Libya,14128,LBY
15128,Misratah,128,Libya,15128,LBY
16128,Murzuq,128,Libya,16128,LBY
17128,Nalut,128,Libya,17128,LBY
18128,Sabha,128,Libya,18128,LBY
19128,Surt,128,Libya,19128,LBY
20128,Tripoli,128,Libya,20128,LBY
21128,Wadi al Hayat,128,Libya,21128,LBY
22128,Wadi ash Shati',128,Libya,22128,LBY
1129,Anse-la-Raye,129,Saint Lucia,1129,LCA
2129,Canaries,129,Saint Lucia,2129,LCA
3129,Castries,129,Saint Lucia,3129,LCA
4129,Choiseul,129,Saint Lucia,4129,LCA
5129,Dennery,129,Saint Lucia,5129,LCA
6129,Gros Islet,129,Saint Lucia,6129,LCA
7129,Laborie,129,Saint Lucia,7129,LCA
8129,Micoud,129,Saint Lucia,8129,LCA
9129,Soufri?¿re,129,Saint Lucia,9129,LCA
10129,Vieux Fort,129,Saint Lucia,10129,LCA
1130,Balzers,130,Liechtenstein,1130,LIE
2130,Eschen,130,Liechtenstein,2130,LIE
3130,Gamprin,130,Liechtenstein,3130,LIE
4130,Mauren,130,Liechtenstein,4130,LIE
5130,Planken,130,Liechtenstein,5130,LIE
6130,Ruggell,130,Liechtenstein,6130,LIE
7130,Schaan,130,Liechtenstein,7130,LIE
8130,Schellenberg,130,Liechtenstein,8130,LIE
9130,Triesen,130,Liechtenstein,9130,LIE
10130,Triesenberg,130,Liechtenstein,10130,LIE
11130,Valduz,130,Liechtenstein,11130,LIE
1131,Ampara,131,Sri Lanka,1131,LKA
2131,Anuradhapura,131,Sri Lanka,2131,LKA
3131,Badulla,131,Sri Lanka,3131,LKA
4131,Batticaloa,131,Sri Lanka,4131,LKA
5131,Colombo,131,Sri Lanka,5131,LKA
6131,Galle,131,Sri Lanka,6131,LKA
7131,Gampaha,131,Sri Lanka,7131,LKA
8131,Hambantota,131,Sri Lanka,8131,LKA
9131,Jaffna,131,Sri Lanka,9131,LKA
10131,Kalutara,131,Sri Lanka,10131,LKA
11131,Kandy,131,Sri Lanka,11131,LKA
12131,Kegalle,131,Sri Lanka,12131,LKA
13131,Kilinochchi,131,Sri Lanka,13131,LKA
14131,Kurunegala,131,Sri Lanka,14131,LKA
15131,Mannar,131,Sri Lanka,15131,LKA
16131,Matale,131,Sri Lanka,16131,LKA
17131,Matara,131,Sri Lanka,17131,LKA
18131,Moneragala,131,Sri Lanka,18131,LKA
19131,Mullaitivu,131,Sri Lanka,19131,LKA
20131,Nuwara Eliya,131,Sri Lanka,20131,LKA
21131,Polonnaruwa,131,Sri Lanka,21131,LKA
22131,Puttalam,131,Sri Lanka,22131,LKA
23131,Ratnapura,131,Sri Lanka,23131,LKA
24131,Trincomalee,131,Sri Lanka,24131,LKA
25131,Vavuniya,131,Sri Lanka,25131,LKA
1132,Berea,132,Lesotho,1132,LSO
2132,Butha-Buthe,132,Lesotho,2132,LSO
3132,Leribe,132,Lesotho,3132,LSO
4132,Mafeteng,132,Lesotho,4132,LSO
5132,Maseru,132,Lesotho,5132,LSO
6132,Mohale's Hoek,132,Lesotho,6132,LSO
7132,Mokhotlong,132,Lesotho,7132,LSO
8132,Qacha's Nek,132,Lesotho,8132,LSO
9132,Quthing,132,Lesotho,9132,LSO
10132,Thaba-Tseka,132,Lesotho,10132,LSO
1133,Alytaus,133,Lithuania,1133,LTU
2133,Kauno,133,Lithuania,2133,LTU
3133,Klaipedos,133,Lithuania,3133,LTU
4133,Marijampoles,133,Lithuania,4133,LTU
5133,Panevezio,133,Lithuania,5133,LTU
6133,?áiauliai,133,Lithuania,6133,LTU
7133,Taurages,133,Lithuania,7133,LTU
8133,Tel?íiai,133,Lithuania,8133,LTU
9133,Utenos,133,Lithuania,9133,LTU
10133,Vilniaus,133,Lithuania,10133,LTU
1134,Diekirch,134,Luxembourg,1134,LUX
2134,Grevenmacher,134,Luxembourg,2134,LUX
3134,Luxembourg,134,Luxembourg,3134,LUX
1135,Kurzeme,135,Latvia,1135,LVA
2135,Latgale,135,Latvia,2135,LVA
3135,Riga,135,Latvia,3135,LVA
4135,Vidzeme,135,Latvia,4135,LVA
5135,Zemgale,135,Latvia,5135,LVA
33044,Macao,44,China,33044,CHN
1138,Chaouia - Ouardigha,138,Morocco,1138,MAR
2138,Doukkala - Abda,138,Morocco,2138,MAR
3138,F?¿s - Boulemane,138,Morocco,3138,MAR
4138,Gharb - Chrarda - B??ni Hssen,138,Morocco,4138,MAR
5138,Grand Casablanca,138,Morocco,5138,MAR
6138,Guelmim - Es-Semara,138,Morocco,6138,MAR
7138,La?óyoune - Boujdour - Sakia El Hamra,138,Morocco,7138,MAR
8138,Marrakech - Tensift - Al Haouz,138,Morocco,8138,MAR
9138,Mekn?¿s - Tafilalet,138,Morocco,9138,MAR
10138,Oriental,138,Morocco,10138,MAR
11138,Rabat - Sal?? - Zemmour - Zaer,138,Morocco,11138,MAR
12138,Souss - Massa - Dra?ó,138,Morocco,12138,MAR
13138,Tadla - Azilal,138,Morocco,13138,MAR
14138,Tanger - T??touan,138,Morocco,14138,MAR
15138,Taza - Al Hoceima - Taounate,138,Morocco,15138,MAR
1140,Anenii Noi,140,Moldova,1140,MDA
2140,B?âl?úi,140,Moldova,2140,MDA
3140,Basarabeasca,140,Moldova,3140,MDA
4140,Bender,140,Moldova,4140,MDA
5140,Briceni,140,Moldova,5140,MDA
6140,Cahul,140,Moldova,6140,MDA
7140,Calarasi,140,Moldova,7140,MDA
8140,Cantemir,140,Moldova,8140,MDA
9140,Causeni,140,Moldova,9140,MDA
10140,Chi?ƒin?âu,140,Moldova,10140,MDA
11140,Cimi?ƒlia,140,Moldova,11140,MDA
12140,Criuleni,140,Moldova,12140,MDA
13140,Donduseni,140,Moldova,13140,MDA
14140,Drochia,140,Moldova,14140,MDA
15140,Dub?âsari,140,Moldova,15140,MDA
16140,Edine?ú,140,Moldova,16140,MDA
17140,F?âle?ƒti,140,Moldova,17140,MDA
18140,Flore?ƒti,140,Moldova,18140,MDA
19140,G?âg?âuzia,140,Moldova,19140,MDA
20140,Glodeni,140,Moldova,20140,MDA
21140,H?«ncesti,140,Moldova,21140,MDA
22140,Ialoveni,140,Moldova,22140,MDA
23140,Leova,140,Moldova,23140,MDA
24140,Nisporeni,140,Moldova,24140,MDA
25140,Ocni?úa,140,Moldova,25140,MDA
26140,Orhei,140,Moldova,26140,MDA
27140,Rezina,140,Moldova,27140,MDA
28140,R?«?ƒcani,140,Moldova,28140,MDA
29140,S?«ngerei,140,Moldova,29140,MDA
30140,??old?âne?ƒti,140,Moldova,30140,MDA
31140,Soroca,140,Moldova,31140,MDA
32140,??tefan Voda,140,Moldova,32140,MDA
33140,Str?â?ƒeni,140,Moldova,33140,MDA
34140,Taraclia,140,Moldova,34140,MDA
35140,Telene?ƒti,140,Moldova,35140,MDA
36140,Transnistria,140,Moldova,36140,MDA
37140,Ungheni,140,Moldova,37140,MDA
1141,Antananarivo,141,Madagascar,1141,MDG
2141,Antsiranana,141,Madagascar,2141,MDG
3141,Fianarantsoa,141,Madagascar,3141,MDG
4141,Mahajanga,141,Madagascar,4141,MDG
5141,Toamasina,141,Madagascar,5141,MDG
6141,Toliary,141,Madagascar,6141,MDG
1143,Aguascalientes,143,Mexico,1143,MEX
